cluster,num_elementos,media_latitud,media_longitud,max_hora,min_hora,id_estacion_proxima,longitud_estacion,latitud_estacion,suma_intensidad,probabilidad_accidente,geometry_accidente,geometry_estacion,osmid_acc,dist_acc,osmid_est,dist_est
213,32,40.37425060379052,-3.775550412074873,1418,565,5324,-3.774987236293407,40.37454995918356,2090649,1.530625179071188e-05,POINT (-3.775550412074873 40.37425060379052),POINT (-3.774987236293407 40.37454995918356),4101279,2798.191707868819,4101279,2823.471088424662
214,11,40.40675298675134,-3.6062358014883653,1270,610,6208,-3.60448434478991,40.407331539968204,3659201,3.0061207351003677e-06,POINT (-3.6062358014883653 40.40675298675134),POINT (-3.60448434478991 40.407331539968204),"[248905968, 11101830]",3208.949434380425,"[248905968, 11101830]",3196.366882070692
215,22,40.40629483978301,-3.602615252480928,1370,325,6208,-3.60448434478991,40.407331539968204,5634090,3.904800952771432e-06,POINT (-3.602615252480928 40.40629483978301),POINT (-3.60448434478991 40.407331539968204),14460645,3091.378776136606,14460645,3103.150946989116
216,26,40.404608072310914,-3.597776937443894,1363,570,6214,-3.5966040309141056,40.40411667873132,4567091,5.692901674172903e-06,POINT (-3.597776937443894 40.404608072310914),POINT (-3.5966040309141056 40.40411667873132),14460645,2651.966290427836,14460645,2670.080247658884
218,30,40.46970134678593,-3.6431338121616386,1325,30,10847,-3.643672982997685,40.46927727893966,6962140,4.309019927780826e-06,POINT (-3.6431338121616386 40.46970134678593),POINT (-3.643672982997685 40.46927727893966),302644186,5051.946065736986,302644186,5052.888586687414
219,35,40.47737545448914,-3.644610096109498,1425,53,6290,-3.646467509216199,40.476650652065295,1442676,2.4260471512661192e-05,POINT (-3.644610096109498 40.47737545448914),POINT (-3.646467509216199 40.476650652065295),"[248905968, 11101830]",4211.4960910841455,"[248905968, 11101830]",4379.636152459024
220,47,40.47421890487488,-3.642214999308178,1345,495,6306,-3.6444983697338764,40.47386148417011,3549518,1.324123444366249e-05,POINT (-3.642214999308178 40.47421890487488),POINT (-3.6444983697338764 40.47386148417011),302644186,4211.4960910841455,302644186,4379.636152459024
221,18,40.47601187976914,-3.654625493576697,1380,120,11055,-3.6547315835743013,40.47608515732916,4769671,3.773845198127921e-06,POINT (-3.654625493576697 40.47601187976914),POINT (-3.6547315835743013 40.47608515732916),"[248905968, 11101830]",4004.9057898961883,"[248905968, 11101830]",3967.536815408212
222,12,40.40685225577048,-3.627478735218172,1235,350,6459,-3.627338034228451,40.40756196609222,1619038,7.411808740746048e-06,POINT (-3.627478735218172 40.40685225577048),POINT (-3.627338034228451 40.40756196609222),302644186,4004.9057898961883,302644186,3967.536815408212
223,12,40.406220941688865,-3.624692558874424,1220,360,3833,-3.625890387995449,40.406561771674625,13210028,9.084007997560641e-07,POINT (-3.624692558874424 40.406220941688865),POINT (-3.625890387995449 40.406561771674625),24222380,6894.135821003583,24222380,7095.261362166893
224,19,40.405860937771536,-3.6235132536933006,1340,510,3833,-3.625890387995449,40.406561771674625,10233035,1.8567316539032652e-06,POINT (-3.6235132536933006 40.405860937771536),POINT (-3.625890387995449 40.406561771674625),302644186,6894.135821003583,302644186,7095.261362166893
225,44,40.467380347733005,-3.653863124192924,1220,62,10741,-3.653449501029736,40.46777136665711,1587258,2.7720761212102885e-05,POINT (-3.653863124192924 40.467380347733005),POINT (-3.653449501029736 40.46777136665711),24222380,6755.94365456201,24222380,7211.993446717819
226,20,40.47222815344226,-3.655598686467445,1140,604,6292,-3.6563383375194305,40.47135914331074,349133,5.728475967611197e-05,POINT (-3.655598686467445 40.47222815344226),POINT (-3.6563383375194305 40.47135914331074),302644186,6755.94365456201,302644186,7211.993446717819
227,19,40.47092184615454,-3.6511924284146384,1340,440,10744,-3.65085009375695,40.47074458371809,917181,2.0715649364738258e-05,POINT (-3.6511924284146384 40.47092184615454),POINT (-3.65085009375695 40.47074458371809),"[248905968, 11101830]",2833.613474976292,"[248905968, 11101830]",2835.540993250256
228,13,40.500333104608245,-3.693985443880786,1174,483,6964,-3.6970411405413643,40.50226971465048,2568518,5.061284367094176e-06,POINT (-3.693985443880786 40.500333104608245),POINT (-3.6970411405413643 40.50226971465048),302644186,2833.613474976292,302644186,2835.540993250256
229,17,40.49796008773674,-3.6867046611243075,1410,210,6564,-3.686717256434675,40.498057690870546,2936694,5.78882239688575e-06,POINT (-3.6867046611243075 40.49796008773674),POINT (-3.686717256434675 40.498057690870546),655440028,4407.525010287069,655440028,4458.714649228062
230,24,40.36778018672385,-3.663056681404502,1370,120,6487,-3.660622770557856,40.37578774707401,1886699,1.2720630052806516e-05,POINT (-3.663056681404502 40.36778018672385),POINT (-3.660622770557856 40.37578774707401),655440028,4407.525010287069,655440028,4458.714649228062
231,11,40.36742247989145,-3.659799354356585,1252,444,6487,-3.660622770557856,40.37578774707401,1696976,6.482118780701672e-06,POINT (-3.659799354356585 40.36742247989145),POINT (-3.660622770557856 40.37578774707401),7972748,7691.284817888445,7972748,7732.447195214448
232,12,40.3705720355727,-3.661917439032727,1185,510,6487,-3.660622770557856,40.37578774707401,1493149,8.036706316650247e-06,POINT (-3.661917439032727 40.3705720355727),POINT (-3.660622770557856 40.37578774707401),140358451,3486.780851359144,140358451,3668.2768399730644
233,24,40.37036448821113,-3.6594796301972914,1388,55,6487,-3.660622770557856,40.37578774707401,1886699,1.2720630052806516e-05,POINT (-3.6594796301972914 40.37036448821113),POINT (-3.660622770557856 40.37578774707401),302644186,6074.318832803649,302644186,6307.486621146962
234,14,40.422396169479676,-3.602939410417526,1360,437,6474,-3.603108840561821,40.42419979935841,2453152,5.706943556697669e-06,POINT (-3.602939410417526 40.422396169479676),POINT (-3.603108840561821 40.42419979935841),7972748,5597.029566688799,7972748,5610.673883199669
235,18,40.374145773366266,-3.7017934126265737,930,560,4967,-3.7030174295219456,40.37224696825302,1730010,1.0404564135467424e-05,POINT (-3.7017934126265737 40.374145773366266),POINT (-3.7030174295219456 40.37224696825302),655440028,5626.313541312407,655440028,5772.87856854725
236,17,40.49305681822206,-3.6548909983359312,1320,900,9869,-3.654414605035726,40.492462029429134,0,,POINT (-3.6548909983359312 40.49305681822206),POINT (-3.654414605035726 40.492462029429134),655440028,5626.313541312407,655440028,5772.87856854725
237,14,40.40011534725052,-3.7504092207370703,1150,545,10977,-3.7537039895070383,40.39973929789139,286572,4.885334226651592e-05,POINT (-3.7504092207370703 40.40011534725052),POINT (-3.7537039895070383 40.39973929789139),302644186,6128.426925363176,302644186,6135.2782001075675
238,12,40.38940444527642,-3.757856574204833,1353,29,4914,-3.7583721990724754,40.38973985756924,153733,7.805741122595669e-05,POINT (-3.757856574204833 40.38940444527642),POINT (-3.7583721990724754 40.38973985756924),"[15241769, 1354652366, 15241775]",5032.401010608021,"[15241769, 1354652366, 15241775]",4467.145655021908
239,76,40.397598870247144,-3.7744856360355894,1417,94,3641,-3.774730209900955,40.3974327235885,12473705,6.09281684952466e-06,POINT (-3.7744856360355894 40.397598870247144),POINT (-3.774730209900955 40.3974327235885),"[15241769, 1354652366, 15241775]",5199.012457287413,"[15241769, 1354652366, 15241775]",4467.145655021908
240,32,40.45005439388099,-3.595400160123274,1420,210,9957,-3.593465369752801,40.44686526382187,2858608,1.1194259583685486e-05,POINT (-3.595400160123274 40.45005439388099),POINT (-3.593465369752801 40.44686526382187),24222380,6503.031029822572,24222380,6486.357190117379
241,14,40.382040184256304,-3.7578712305697337,1350,1020,4928,-3.75788906411022,40.3821642724671,137748,0.00010163486947178906,POINT (-3.7578712305697337 40.382040184256304),POINT (-3.75788906411022 40.3821642724671),302644186,6503.031029822572,302644186,6486.357190117379
242,13,40.3834177071105,-3.769231882920988,1272,348,5333,-3.7678129658979946,40.38134818310856,2233226,5.8211752863346566e-06,POINT (-3.769231882920988 40.3834177071105),POINT (-3.7678129658979946 40.38134818310856),655440028,3735.1209489227563,655440028,3740.5245355864718
243,25,40.38396623478297,-3.764563339494221,1400,5,3636,-3.763670717691492,40.38442096719771,9970025,2.5075162800494484e-06,POINT (-3.764563339494221 40.38396623478297),POINT (-3.763670717691492 40.38442096719771),655440028,3735.1209489227563,655440028,3740.5245355864718
244,41,40.388278989282604,-3.761430057465217,1310,240,4896,-3.761146073399872,40.38703105868429,1988984,2.061353937487682e-05,POINT (-3.761430057465217 40.388278989282604),POINT (-3.761146073399872 40.38703105868429),655440028,3955.8024645806936,655440028,3901.754559773015
245,16,40.49147112080865,-3.653022496747518,1222,550,10458,-3.65375861918395,40.490742886314315,2773199,5.769510229882529e-06,POINT (-3.653022496747518 40.49147112080865),POINT (-3.65375861918395 40.490742886314315),655440028,3955.8024645806936,655440028,3901.754559773015
246,42,40.4876236967776,-3.657210463951214,1420,255,6623,-3.658420713508443,40.48731687946244,10040726,4.182964458944503e-06,POINT (-3.657210463951214 40.4876236967776),POINT (-3.658420713508443 40.48731687946244),24222380,6874.396979036171,24222380,6920.599513618042
247,14,40.3853544469401,-3.759702523472673,1285,450,10992,-3.7595424622137705,40.38533352529759,2390334,5.856922087038882e-06,POINT (-3.759702523472673 40.3853544469401),POINT (-3.7595424622137705 40.38533352529759),302644186,6874.396979036171,302644186,6920.599513618042
248,21,40.386321856132945,-3.7605173483901444,1095,165,4913,-3.7601535611155694,40.38654637988477,0,,POINT (-3.7605173483901444 40.386321856132945),POINT (-3.7601535611155694 40.38654637988477),24222380,6480.461170095951,24222380,6365.332790670932
249,31,40.39678051429075,-3.763606251367202,1425,492,3403,-3.763788628290837,40.39795927760224,1067056,2.9051896057938854e-05,POINT (-3.763606251367202 40.39678051429075),POINT (-3.763788628290837 40.39795927760224),302644186,6480.461170095951,302644186,6365.332790670932
250,11,40.38508142093223,-3.761197683618683,1110,525,6834,-3.760740505574788,40.38504110467788,0,,POINT (-3.761197683618683 40.38508142093223),POINT (-3.760740505574788 40.38504110467788),24222380,6073.478369765409,24222380,6143.239383992487
251,15,40.38532761261021,-3.7533188042246914,860,387,10274,-3.7502569140562376,40.38561051031025,1432271,1.0472878386841596e-05,POINT (-3.7533188042246914 40.38532761261021),POINT (-3.7502569140562376 40.38561051031025),302644186,6073.478369765409,302644186,6143.239383992487
252,15,40.386366072630786,-3.7516550306472207,1350,31,10274,-3.7502569140562376,40.38561051031025,2775881,5.403689855580985e-06,POINT (-3.7516550306472207 40.386366072630786),POINT (-3.7502569140562376 40.38561051031025),655440028,4124.131972398435,655440028,4198.625746524935
253,27,40.399950648975484,-3.7633831356655185,1325,15,7012,-3.7635011164627725,40.39921019425734,4454331,6.061516308509628e-06,POINT (-3.7633831356655185 40.399950648975484),POINT (-3.7635011164627725 40.39921019425734),655440028,4124.131972398435,655440028,4198.625746524935
254,16,40.38551801737899,-3.761591923377248,1413,60,5180,-3.761584784917254,40.38578499384099,0,,POINT (-3.761591923377248 40.38551801737899),POINT (-3.761584784917254 40.38578499384099),655440028,5104.842443193141,655440028,4861.3091756393205
255,14,40.38581804111823,-3.761715642650746,1050,40,5180,-3.761584784917254,40.38578499384099,0,,POINT (-3.761715642650746 40.38581804111823),POINT (-3.761584784917254 40.38578499384099),655440028,5104.842443193141,655440028,4861.3091756393205
256,15,40.401489220484805,-3.7613040499347763,1363,915,4919,-3.7598085624957047,40.40138229997251,1614936,9.288293777586232e-06,POINT (-3.7613040499347763 40.401489220484805),POINT (-3.7598085624957047 40.40138229997251),140358451,4732.065932971386,140358451,4812.546680261361
257,18,40.402626541652324,-3.760592512134841,1410,515,4921,-3.7596496835977384,40.40159982242979,943910,1.9069614687841002e-05,POINT (-3.760592512134841 40.402626541652324),POINT (-3.7596496835977384 40.40159982242979),140358451,4670.635785397275,140358451,4588.990875262811
258,38,40.398806367046625,-3.768526632913221,1254,380,5165,-3.76833605829624,40.39908068938326,7150073,5.314631053417217e-06,POINT (-3.768526632913221 40.398806367046625),POINT (-3.76833605829624 40.39908068938326),302644186,4032.561654580901,302644186,3979.9852422008735
259,24,40.397677354536235,-3.756428753195822,1200,110,4903,-3.7567350903868117,40.39774093597718,4317292,5.559040250230931e-06,POINT (-3.756428753195822 40.397677354536235),POINT (-3.7567350903868117 40.39774093597718),302644186,3618.2775124710247,302644186,3572.6064531010725
260,16,40.39313356099415,-3.7642272240788235,1010,234,5170,-3.764593465531083,40.39374629275068,744871,2.1480229462551232e-05,POINT (-3.7642272240788235 40.39313356099415),POINT (-3.764593465531083 40.39374629275068),655440028,4948.139689604503,655440028,4913.493354791369
261,17,40.39221191244725,-3.7516260858455377,1095,390,4912,-3.7516167601617156,40.39043330377124,1818025,9.350806507061234e-06,POINT (-3.7516260858455377 40.39221191244725),POINT (-3.7516167601617156 40.39043330377124),655440028,4948.139689604503,655440028,4913.493354791369
262,24,40.388862035290195,-3.7657749159316665,1395,650,3771,-3.766316125727338,40.389521873909246,7531356,3.186677140212201e-06,POINT (-3.7657749159316665 40.388862035290195),POINT (-3.766316125727338 40.389521873909246),655440028,4429.893886021131,655440028,4413.545657513158
263,10,40.394507080271296,-3.7682245391353826,1305,240,10394,-3.770685603023957,40.393617545756854,4450445,2.2469663146044946e-06,POINT (-3.7682245391353826 40.394507080271296),POINT (-3.770685603023957 40.393617545756854),655440028,4429.893886021131,655440028,4413.545657513158
264,11,40.39214912482101,-3.7619917153834304,1070,90,11073,-3.7626319635392775,40.391980388043734,1424521,7.721893885734222e-06,POINT (-3.7619917153834304 40.39214912482101),POINT (-3.7626319635392775 40.391980388043734),655440028,5092.535928968796,655440028,5054.753160424891
265,37,40.39068998880119,-3.76667982597794,1350,370,5152,-3.7671772407809536,40.391515503487405,2716948,1.361822162220256e-05,POINT (-3.76667982597794 40.39068998880119),POINT (-3.7671772407809536 40.391515503487405),655440028,5092.535928968796,655440028,5054.753160424891
266,30,40.447660143219785,-3.7191381123994645,1240,420,3498,-3.719381451483568,40.446717824443795,8041404,3.730691804565471e-06,POINT (-3.7191381123994645 40.447660143219785),POINT (-3.719381451483568 40.446717824443795),24222380,5307.314242429957,24222380,5359.151779415203
267,33,40.39322529704831,-3.7729740145377315,1300,372,9992,-3.7726003200574683,40.39375916244739,738447,4.468837980247736e-05,POINT (-3.7729740145377315 40.39322529704831),POINT (-3.7726003200574683 40.39375916244739),302644186,5307.314242429957,302644186,5359.151779415203
268,14,40.395114346576705,-3.7699381444059648,1275,85,10208,-3.770863295356383,40.394352259701456,31212520,4.485379584858896e-07,POINT (-3.7699381444059648 40.395114346576705),POINT (-3.770863295356383 40.394352259701456),655440028,5181.858103015906,655440028,5054.753160424891
269,23,40.44982472467755,-3.6014036519370953,1400,30,9994,-3.601529386060753,40.453935917349476,0,,POINT (-3.6014036519370953 40.44982472467755),POINT (-3.601529386060753 40.453935917349476),655440028,5181.858103015906,655440028,5054.753160424891
270,11,40.3924288745689,-3.7579330580511368,1260,750,4916,-3.758252570677033,40.392608155983,337991,3.2545245287596415e-05,POINT (-3.7579330580511368 40.3924288745689),POINT (-3.758252570677033 40.392608155983),655440028,5164.837280541058,655440028,5054.753160424891
271,39,40.37463208534211,-3.620429730101479,1395,25,5207,-3.6190978390102275,40.378700334159944,1921170,2.0300129608519808e-05,POINT (-3.620429730101479 40.37463208534211),POINT (-3.6190978390102275 40.378700334159944),655440028,5164.837280541058,655440028,5054.753160424891
272,17,40.391019361077966,-3.7540947652053003,1210,395,10971,-3.7547127962408573,40.391476622642884,1465214,1.1602400741461657e-05,POINT (-3.7540947652053003 40.391019361077966),POINT (-3.7547127962408573 40.391476622642884),140358451,4984.740502358494,140358451,5010.600109518988
273,11,40.39002059703639,-3.752224859618744,980,240,4912,-3.7516167601617156,40.39043330377124,1393911,7.891465093538971e-06,POINT (-3.752224859618744 40.39002059703639),POINT (-3.7516167601617156 40.39043330377124),655440028,4632.566024742229,655440028,4593.476002910561
274,41,40.39588533662758,-3.7543805203599274,1420,47,6830,-3.7532554297664995,40.39511102096667,3185027,1.2872732319066683e-05,POINT (-3.7543805203599274 40.39588533662758),POINT (-3.7532554297664995 40.39511102096667),655440028,4632.566024742229,655440028,4593.476002910561
275,26,40.39235344951375,-3.755759914180054,1435,8,10969,-3.7557276588369524,40.39269653484148,1227236,2.1185819190440957e-05,POINT (-3.755759914180054 40.39235344951375),POINT (-3.7557276588369524 40.39269653484148),140358451,4729.979881648105,140358451,4786.344306973343
276,13,40.37134744812754,-3.7045473634339428,1265,480,10092,-3.7047997765049017,40.37150022778703,638154,2.0371258348298373e-05,POINT (-3.7045473634339428 40.37134744812754),POINT (-3.7047997765049017 40.37150022778703),140358451,4841.861502892301,140358451,4786.344306973343
277,21,40.36921980932438,-3.7036265344241097,1312,98,4966,-3.7045107333595353,40.37098454022612,1708693,1.2290095412107383e-05,POINT (-3.7036265344241097 40.36921980932438),POINT (-3.7045107333595353 40.37098454022612),"[15241769, 1354652366, 15241775]",5206.442925947327,"[15241769, 1354652366, 15241775]",5193.563277130154
278,11,40.46317975954127,-3.657499249753815,1020,662,6035,-3.656855850249545,40.46316195456322,575018,1.9129835935570713e-05,POINT (-3.657499249753815 40.46317975954127),POINT (-3.656855850249545 40.46316195456322),140358451,4452.813880732634,140358451,4504.153109973282
279,12,40.472414907471126,-3.667644935286317,1375,70,6067,-3.6677876031472065,40.4728383873921,7768707,1.5446585899043432e-06,POINT (-3.667644935286317 40.472414907471126),POINT (-3.6677876031472065 40.4728383873921),140358451,4269.239574737551,140358451,4324.183139794442
280,14,40.42529148464995,-3.6001823338465724,1365,730,10635,-3.601292170024544,40.42785213131214,1289735,1.0854943069700365e-05,POINT (-3.6001823338465724 40.42529148464995),POINT (-3.601292170024544 40.42785213131214),"[15241769, 1354652366, 15241775]",5866.3277965558955,"[15241769, 1354652366, 15241775]",5946.732665892794
281,19,40.47310981601057,-3.6639895283317436,1380,635,10746,-3.6633648046399787,40.47334536342072,414016,4.589194620497759e-05,POINT (-3.6639895283317436 40.47310981601057),POINT (-3.6633648046399787 40.47334536342072),15241672,4734.9186357006965,15241672,4744.398463306199
282,23,40.47466177094366,-3.697657694747182,1170,240,4573,-3.6974541606464406,40.47473634390014,594433,3.8692333702873156e-05,POINT (-3.697657694747182 40.47466177094366),POINT (-3.6974541606464406 40.47473634390014),15241673,4734.9186357006965,15241673,4744.398463306199
284,22,40.4328170531876,-3.600582954762137,1122,50,10242,-3.600429876602749,40.43269907170395,0,,POINT (-3.600582954762137 40.4328170531876),POINT (-3.600429876602749 40.43269907170395),"[15241769, 1354652366, 15241775]",4913.514517977677,"[15241769, 1354652366, 15241775]",4982.264459572449
285,28,40.355397558006665,-3.7037132966458577,1350,45,10402,-3.70361940941903,40.35605599174497,1799232,1.5562195425603815e-05,POINT (-3.7037132966458577 40.355397558006665),POINT (-3.70361940941903 40.35605599174497),"[15241769, 1354652366, 15241775]",4941.363951518739,"[15241769, 1354652366, 15241775]",4982.264459572449
286,20,40.429986546026264,-3.5961421916409875,1038,435,10241,-3.599526653516103,40.43227448595771,6256712,3.1965671426142035e-06,POINT (-3.5961421916409875 40.429986546026264),POINT (-3.599526653516103 40.43227448595771),15241769,4438.2731868805995,15241769,4416.338098189428
287,26,40.43038467216078,-3.5972573995134947,1207,305,10241,-3.599526653516103,40.43227448595771,9862239,2.6363181829197204e-06,POINT (-3.5972573995134947 40.43038467216078),POINT (-3.599526653516103 40.43227448595771),15241769,4387.29241210902,15241769,4329.297640491672
288,24,40.40860239112917,-3.7242936009595797,1425,255,10511,-3.723366621452185,40.41020207933617,2907467,8.254607876890779e-06,POINT (-3.7242936009595797 40.40860239112917),POINT (-3.723366621452185 40.41020207933617),7972748,6445.6614912161995,7972748,6415.70800756469
289,21,40.42467243224174,-3.7263004379298055,1270,490,7058,-3.727066565521786,40.424366792862685,1943261,1.080657719163818e-05,POINT (-3.7263004379298055 40.42467243224174),POINT (-3.727066565521786 40.424366792862685),7972748,7410.168632337607,7972748,7422.95670369386
290,33,40.492791687666454,-3.692778125874965,1275,547,6574,-3.6931190441921147,40.49065735760526,4776027,6.909508677400693e-06,POINT (-3.692778125874965 40.492791687666454),POINT (-3.6931190441921147 40.49065735760526),7972748,7800.998537699563,7972748,7429.275923637779
291,49,40.49231480771272,-3.6878317467345196,1265,5,6578,-3.686914312379194,40.49249440326097,1089535,4.49733143038085e-05,POINT (-3.6878317467345196 40.49231480771272),POINT (-3.686914312379194 40.49249440326097),15241769,4871.552559211377,15241769,4879.640820412836
292,13,40.375602342455295,-3.7122693793086983,1270,200,4978,-3.7125419137980216,40.375487357508234,1014066,1.2819678403575309e-05,POINT (-3.7122693793086983 40.375602342455295),POINT (-3.7125419137980216 40.375487357508234),7972748,6498.559118603432,7972748,6469.7007611301415
293,19,40.35453729090266,-3.6857729648880153,1400,35,4834,-3.68835706025351,40.35475784428048,1510675,1.257715921690635e-05,POINT (-3.6857729648880153 40.35453729090266),POINT (-3.68835706025351 40.35475784428048),15241769,4156.972607669355,15241769,4219.454631021646
294,13,40.36265823614122,-3.6843952232007053,1170,708,5354,-3.6842500490438543,40.36254367719345,1410585,9.216034482147478e-06,POINT (-3.6843952232007053 40.36265823614122),POINT (-3.6842500490438543 40.36254367719345),15241769,4278.17591437454,15241769,4339.040641015907
295,16,40.36030466201116,-3.6825450056844256,1405,195,5355,-3.682932975506926,40.36069734051386,7756179,2.0628714216110794e-06,POINT (-3.6825450056844256 40.36030466201116),POINT (-3.682932975506926 40.36069734051386),7972748,6869.853443374384,7972748,6911.197831644215
296,11,40.3615859803021,-3.68408302749762,1365,582,10868,-3.684083659169906,40.361513787871054,699749,1.571992242932823e-05,POINT (-3.68408302749762 40.3615859803021),POINT (-3.684083659169906 40.361513787871054),7972748,6683.897610645062,7972748,6752.276629145771
297,25,40.353153282446904,-3.679360676245524,1320,461,10901,-3.6787316585264853,40.35261398157564,3130149,7.9868402430683e-06,POINT (-3.679360676245524 40.353153282446904),POINT (-3.6787316585264853 40.35261398157564),7972748,6925.402837963546,7972748,6980.486613084972
298,16,40.35436044054821,-3.680613402319721,1360,560,9989,-3.6812400632050175,40.35655394643142,3026403,5.286804169834619e-06,POINT (-3.680613402319721 40.35436044054821),POINT (-3.6812400632050175 40.35655394643142),7972748,7150.434791562927,7972748,6980.486613084972
299,18,40.47342880088067,-3.7118624297272955,1260,450,4551,-3.7115196833528143,40.4739395203613,2709613,6.6430150726321434e-06,POINT (-3.7118624297272955 40.47342880088067),POINT (-3.7115196833528143 40.4739395203613),7972748,7020.548936149384,7972748,6621.829473652724
300,62,40.47037244825085,-3.7119939440300294,1380,520,3588,-3.7123973745464953,40.46958445414151,2487010,2.4929533857925784e-05,POINT (-3.7119939440300294 40.47037244825085),POINT (-3.7123973745464953 40.46958445414151),7972748,7284.151932975108,7972748,7422.95670369386
301,23,40.41507645971033,-3.6272027218554515,1255,0,6498,-3.6269500925135585,40.415479903437536,2801074,8.211136157059756e-06,POINT (-3.6272027218554515 40.41507645971033),POINT (-3.6269500925135585 40.415479903437536),24222380,6024.578921160659,24222380,6137.828763042885
302,28,40.46801958617834,-3.7078950145690457,1340,0,4543,-3.7081810943761173,40.46758850788059,3566959,7.849823897611382e-06,POINT (-3.7078950145690457 40.46801958617834),POINT (-3.7081810943761173 40.46758850788059),302644186,6024.578921160659,302644186,6137.828763042885
303,15,40.41392379531813,-3.6277801488456087,1085,420,6497,-3.628529929824189,40.41248288309391,14268171,1.051291016907493e-06,POINT (-3.6277801488456087 40.41392379531813),POINT (-3.628529929824189 40.41248288309391),7972748,6999.907247786538,7972748,7029.935532059236
304,17,40.414028306143265,-3.62785068365682,1068,628,3811,-3.629302641634941,40.41452184968529,4640698,3.663242038158915e-06,POINT (-3.62785068365682 40.414028306143265),POINT (-3.629302641634941 40.41452184968529),7972748,7312.3484467023445,7972748,7254.327759970422
305,12,40.37830147752518,-3.700348626511714,1260,420,10489,-3.701109543188219,40.3810219775136,2496627,4.806484909439817e-06,POINT (-3.700348626511714 40.37830147752518),POINT (-3.701109543188219 40.3810219775136),15241769,5058.366979406772,15241769,5205.350019789061
306,50,40.341533986202485,-3.7172046674122026,1400,30,4846,-3.717808479679651,40.34230803894255,4066317,1.2296139233611152e-05,POINT (-3.7172046674122026 40.341533986202485),POINT (-3.717808479679651 40.34230803894255),15241769,5367.189037944264,15241769,5205.350019789061
309,10,40.336967340044495,-3.717510206126859,1265,722,5390,-3.716137028196221,40.33765661398522,574719,1.7399807558128408e-05,POINT (-3.717510206126859 40.336967340044495),POINT (-3.716137028196221 40.33765661398522),140358451,4529.67663802744,140358451,4466.930205267102
310,12,40.335675764736976,-3.715516526543075,1410,420,5401,-3.7154865896774205,40.334577100140926,3031666,3.958219671955947e-06,POINT (-3.715516526543075 40.335675764736976),POINT (-3.7154865896774205 40.334577100140926),140358451,5253.4402976309675,140358451,5121.592693993873
311,21,40.329474277137024,-3.7160997342319564,1110,323,5402,-3.7154119667955627,40.33280886334797,3403993,6.169225377372985e-06,POINT (-3.7160997342319564 40.329474277137024),POINT (-3.7154119667955627 40.33280886334797),140358451,5013.640639604236,140358451,4897.197523149702
312,20,40.331298214505935,-3.714617206904607,1390,50,5385,-3.7133826875444904,40.33245364209287,4494290,4.450091115615592e-06,POINT (-3.714617206904607 40.331298214505935),POINT (-3.7133826875444904 40.33245364209287),140358451,4853.212175131056,140358451,4859.104821133354
313,11,40.415207072305456,-3.6471301427215277,940,245,6467,-3.64906572774487,40.41222285394582,371755,2.9589380102486853e-05,POINT (-3.6471301427215277 40.415207072305456),POINT (-3.64906572774487 40.41222285394582),15241769,3256.6743802158217,15241769,3266.0127114229804
314,20,40.37981177821777,-3.6142994186582236,1180,480,5209,-3.617139344981147,40.37949430600266,638848,3.1306351432578644e-05,POINT (-3.6142994186582236 40.37981177821777),POINT (-3.617139344981147 40.37949430600266),15241769,3496.498000876542,15241769,3392.8690593271444
315,14,40.381553851873306,-3.6130205273654967,1310,600,10785,-3.610817348497863,40.38255049717855,1304278,1.0733907955205868e-05,POINT (-3.6130205273654967 40.381553851873306),POINT (-3.610817348497863 40.38255049717855),15241769,3598.7472131516674,15241769,3392.8690593271444
316,19,40.33383774859345,-3.712570143376947,1114,365,3483,-3.712542492012735,40.333717391388745,0,,POINT (-3.712570143376947 40.33383774859345),POINT (-3.712542492012735 40.333717391388745),140358451,3944.723320742956,140358451,3996.6068983929513
317,15,40.42458922063826,-3.624249272440512,1155,95,6494,-3.625302194604744,40.42590237662314,2832800,5.295114374470489e-06,POINT (-3.624249272440512 40.42458922063826),POINT (-3.625302194604744 40.42590237662314),140358451,4425.466808186322,140358451,4317.33431942693
318,19,40.41946901454194,-3.6149043598727113,1150,630,11018,-3.615327272258587,40.42124694106582,10730851,1.7705958269292902e-06,POINT (-3.6149043598727113 40.41946901454194),POINT (-3.615327272258587 40.42124694106582),140358451,4388.342865582871,140358451,4379.022551712835
319,17,40.42103939351716,-3.616144071620157,1305,444,11017,-3.6153721003777872,40.42131417496401,8685284,1.957333807391906e-06,POINT (-3.616144071620157 40.42103939351716),POINT (-3.6153721003777872 40.42131417496401),24222380,7416.431845580625,24222380,7618.432186803556
320,21,40.41799649592573,-3.6196202825614954,1390,470,11317,-3.618869594658477,40.41997437649967,4709245,4.459313541767311e-06,POINT (-3.6196202825614954 40.41799649592573),POINT (-3.618869594658477 40.41997437649967),302644186,7416.431845580625,302644186,7618.432186803556
321,18,40.44885088941417,-3.614960877868697,1395,550,6535,-3.613521633955523,40.44740659141505,2838151,6.342157270701947e-06,POINT (-3.614960877868697 40.44885088941417),POINT (-3.613521633955523 40.44740659141505),137519646,7160.13914136732,137519646,7171.025053242675
322,19,40.47903907559233,-3.664412449168188,1290,558,6099,-3.6644300063811537,40.47804716602718,704323,2.697625947186163e-05,POINT (-3.664412449168188 40.47903907559233),POINT (-3.6644300063811537 40.47804716602718),137519640,7160.13914136732,137519640,7171.025053242675
